studentID,Current_CGPA,Total_Backlogs,Semester_Score,CGPA_Trend,Grade_Trend,Backlog_Trend
E1093,8.26,0,77.1875,0.04,1.21,0
E1094,8.22,0,75.375,0.03,0.12,0
E1095,8.05,0,76.9375,-0.02,-0.02,0
E1096,7.93,0,80.0625,-0.02,-0.26,0
E1097,9.06,0,86.8125,0.03,-0.31,0
E1098,8.13,0,75.125,-0.02,-0.19,0
E1099,8.37,0,80.1875,0.07,1.13,0
E1100,6.18,1,76.25,-0.03,0.46,1
E1101,8.16,0,78.625,-0.04,-1.14,0
E1102,8.36,0,81.0625,0.1,0.36,-1
E1103,8.2,0,81.4375,0.08,0.53,0
E1104,5.87,1,52.5,0.03,0.01,-1
E1105,5.6,2,51.25,0.05,0.95,1
E1106,8.24,0,79.4375,-0.02,-0.88,0
E1107,6.09,1,54.25,-0.1,-0.65,0
E1108,9.13,0,87.8125,0.11,1.17,0
E1109,5.51,2,51.9375,-0.03,0.18,-1
E1110,8.97,0,83.375,0.02,1.12,-1
E1111,7.88,0,76.0,0.07,0.51,0
E1112,7.91,0,79.625,-0.02,-0.57,0
E1113,7.9,0,76.125,-0.02,0.66,0
E1114,8.0,0,77.625,0.03,-0.36,0
E1115,7.99,0,82.9375,0.04,0.43,0
E1116,8.15,0,78.875,0.04,0.19,0
E1117,5.21,2,57.375,-0.18,-0.9,2
E1118,9.13,0,87.25,0.13,1.25,0
E1119,9.12,0,84.3125,0.04,1.22,0
E1120,8.97,0,85.375,0.02,0.12,0
E1121,7.94,1,77.375,0.08,1.9,1
E1122,5.72,1,52.6875,0.04,0.3,1
E1123,5.55,1,52.625,0.02,-0.77,0
E1124,7.33,1,69.3125,0.06,1.48,0
E1125,8.76,0,83.25,0.1,1.5,0
E1126,7.91,0,78.1875,0.03,1.25,0
E1127,9.17,0,83.4375,0.01,0.9,0
E1128,6.56,1,70.5,-0.02,-0.09,0
E1129,8.09,0,74.0625,0.01,-0.83,0
E1130,6.31,1,67.75,-0.05,-0.76,0
E1131,7.23,0,70.0625,0.04,-0.24,0
E1132,8.75,0,87.375,0.07,-0.12,0
E1133,9.12,0,85.0,0.01,-0.71,0
E1134,5.37,2,52.375,-0.14,-1.1,-1
E1135,8.29,0,84.1875,0.05,0.27,0
E1136,7.66,1,74.5625,-0.08,0.14,0
E1137,8.41,0,80.3125,0.08,0.03,0
E1138,8.96,0,87.8125,0.07,1.5,0
E1139,7.87,0,75.0625,0.02,-0.62,0
E1140,8.29,0,73.375,0.04,0.74,-1
E1141,8.18,0,77.9375,0.07,-0.07,0
E1142,7.02,0,69.625,-0.03,-0.01,-1
E1143,8.05,0,72.5,0.05,0.46,0
E1144,9.29,0,85.1875,0.08,0.49,0
E1145,7.35,0,69.875,-0.05,-0.05,0
E1146,7.94,0,76.5625,0.08,0.19,-1
E1147,8.79,0,81.375,0.12,0.98,0
E1148,8.93,0,77.9375,0.1,1.83,0
E1149,8.66,0,86.75,0.13,1.1,0
E1150,8.24,0,76.6875,0.08,1.1,0
E1151,8.08,0,78.3125,0.06,0.37,0
E1152,8.3,0,79.1875,0.08,1.54,0
E1153,9.34,0,88.375,0.1,1.61,0
E1154,8.21,0,78.0625,0.05,0.28,0
E1155,7.41,0,74.0625,0.02,-0.67,0
E1156,7.71,0,81.8125,0.06,0.94,0
E1157,8.42,0,75.625,-0.03,-0.57,0
E1158,9.4,0,90.75,0.13,2.02,-1
E1159,5.84,1,53.0625,0.02,0.42,0
E1160,7.42,0,80.5,-0.05,0.36,-1
E1161,7.47,1,70.8125,0.07,0.72,0
E1162,8.02,0,77.9375,-0.03,0.07,0
E1163,8.2,0,75.1875,0.0,-0.61,0
E1164,9.4,0,87.4375,0.11,1.48,0
E1165,9.16,0,85.3125,0.02,0.33,0
E1166,5.33,1,49.0625,0.0,0.72,1
E1167,6.32,1,51.0625,0.01,0.14,0
E1168,5.92,2,51.5,-0.07,-1.03,2
E1169,8.34,0,79.0625,-0.05,-0.86,0
E1170,9.1,0,88.4375,0.04,0.56,0
E1171,7.85,0,80.75,0.04,0.38,-1
E1172,7.44,1,69.75,0.1,1.25,0
E1173,5.39,1,46.3125,-0.04,-0.78,1
E1174,8.26,0,81.0,-0.01,-0.17,0
E1175,6.6,1,70.0625,0.03,1.27,1
E1176,8.79,0,85.625,0.08,-0.12,0
E1177,8.74,0,86.875,0.12,1.44,0
E1178,9.09,0,81.8125,0.02,0.7,0
E1179,8.22,0,74.25,0.06,1.78,0
E1180,7.89,0,80.1875,0.03,1.02,-1
E1181,8.17,0,80.5625,0.09,1.06,0
E1182,6.89,1,70.1875,-0.03,0.35,1
E1183,8.4,0,78.375,0.04,0.19,0
E1184,7.97,0,76.0,0.09,1.17,0
E1185,5.3,1,51.5,-0.17,-0.26,-1
E1186,6.36,1,51.0625,0.03,0.53,1
E1187,8.19,0,75.375,0.05,0.62,0
E1188,7.97,0,74.8125,-0.04,-1.18,0
E1189,7.09,0,63.5625,-0.04,-0.65,0
E1190,8.34,0,82.875,0.06,-0.11,0
E1191,5.63,2,47.3125,-0.18,-2.0,0
E1192,5.64,1,51.8125,-0.05,-0.4,-1
E1193,4.85,2,54.375,-0.11,-1.32,2
E1194,7.78,0,79.3125,0.04,1.28,0
E1195,5.58,2,46.9375,-0.19,-1.44,2
E1196,5.03,0,53.0,0.02,-0.78,0
E1197,5.57,2,51.25,0.04,0.45,1
E1198,5.37,0,51.6875,0.04,-0.61,-1
E1199,8.1,0,78.125,0.06,1.31,0
E1200,8.74,0,85.125,0.02,-0.25,0
E1201,7.81,0,81.0,0.06,0.86,0
E1202,6.65,0,76.5625,-0.1,-1.37,0
E1203,7.79,0,78.1875,-0.05,-1.08,0
E1204,7.29,1,73.5625,-0.04,0.44,1
E1205,7.84,1,73.625,-0.0,0.19,1
E1206,7.96,0,77.375,0.07,0.64,-1
E1207,6.64,0,77.1875,0.04,1.03,1
E1208,7.85,0,77.1875,0.02,0.31,0
E1209,6.55,0,74.5625,-0.05,-1.13,0
E1210,6.11,1,51.25,0.05,0.71,0
E1211,8.38,0,72.375,0.01,0.47,0
E1212,7.28,0,81.625,0.02,0.04,-1
E1213,7.63,0,71.625,-0.03,-0.6,0
E1214,8.22,0,79.0625,0.07,0.2,0
E1215,7.7,0,77.4375,0.05,0.96,0
E1216,8.89,0,82.4375,0.03,0.21,0
E1217,7.76,0,78.5625,-0.04,-0.94,-1
E1218,9.32,0,86.0625,0.1,1.56,0
E1219,5.11,1,51.25,-0.04,-0.8,2
E1220,7.82,0,78.5,-0.01,-0.84,0
E1221,6.64,1,73.875,0.09,0.26,1
E1222,9.32,0,83.4375,0.02,0.46,0
E1223,6.03,1,53.0,-0.09,-0.22,0
E1224,8.27,0,74.75,0.09,0.56,0
E1225,7.62,0,75.75,0.01,-0.64,-1
E1226,7.78,0,77.3125,0.05,0.45,0
E1227,9.04,0,84.75,0.06,0.78,-1
E1228,8.08,0,72.1875,-0.01,0.86,0
E1229,7.26,0,69.5,0.1,1.02,-1
E1230,7.69,0,80.0,0.01,-0.39,0
E1231,8.93,0,87.3125,0.13,1.18,-1
E1232,8.74,0,89.5,0.03,0.17,-1
E1233,8.87,0,86.875,0.03,0.08,0
E1234,9.03,0,83.4375,0.0,0.3,0
E1235,7.75,0,75.9375,0.05,0.27,0
E1236,7.76,0,77.3125,0.01,-0.79,0
E1237,8.8,0,90.8125,0.13,1.85,-1
E1238,7.72,0,79.9375,0.02,0.2,0
E1239,8.33,0,75.0,0.1,0.28,0
E1240,6.58,0,68.125,-0.06,-0.95,0
E1241,4.77,1,47.8125,0.02,-0.58,0
E1242,7.2,1,74.5625,0.06,0.64,0
E1243,7.82,0,78.0,0.07,1.09,0
E1244,7.04,0,75.375,0.07,1.67,0
E1245,5.1,2,50.75,-0.01,0.53,0
E1246,7.83,0,78.25,0.04,0.13,0
E1247,7.87,0,82.875,-0.03,-0.16,0
E1248,8.25,0,74.0,-0.05,-1.54,0
E1249,7.92,0,75.5,0.09,1.42,0
E1250,4.96,2,55.0,-0.05,0.02,-1
E1251,7.81,0,73.9375,0.07,1.48,0
E1252,9.32,0,88.625,0.07,-0.15,0
E1253,5.53,2,52.5,-0.17,-0.5,-1
E1254,7.93,0,82.875,-0.03,-0.66,0
E1255,5.08,2,55.75,-0.03,0.61,-1
E1256,7.71,0,72.875,-0.01,0.85,1
E1257,7.72,0,75.875,-0.02,-0.93,0
E1258,7.82,0,78.3125,0.02,0.88,-1
E1259,7.7,0,76.375,-0.04,-0.91,-1
E1260,8.36,0,73.3125,0.04,-0.35,0
E1261,7.61,1,78.6875,-0.05,-0.5,0
E1262,7.99,0,77.6875,0.07,1.28,0
E1263,7.85,0,82.375,-0.0,0.23,0
E1264,7.86,0,75.6875,0.02,0.33,0
E1265,5.25,2,53.125,-0.2,-2.2,0
E1266,9.01,0,87.0,0.01,-0.68,0
E1267,8.27,0,72.3125,0.01,0.09,0
E1268,8.22,0,79.25,0.02,0.68,0
E1269,7.81,0,76.625,0.04,0.24,0
E1270,7.23,0,79.25,-0.01,-0.32,0
E1271,8.29,0,77.5,0.05,-0.43,0
E1272,5.02,2,50.1875,0.02,1.15,1
E1273,7.95,0,74.625,0.07,-0.29,0
E1274,8.01,0,75.375,-0.04,-1.03,0
E1275,7.12,1,71.375,-0.0,0.41,0
E1276,7.94,0,74.75,-0.03,-0.62,-1
E1277,9.12,0,85.4375,0.04,0.43,0
E1278,7.94,0,77.8125,0.1,1.12,0
E1279,7.65,0,81.0625,-0.03,-0.25,-1
E1280,8.48,0,76.4375,0.02,0.85,0
E1281,5.18,2,49.75,-0.05,-0.13,0
E1282,8.13,0,75.9375,0.06,0.94,0
E1283,5.74,2,52.375,-0.06,0.32,1
E1284,9.12,0,86.25,0.0,-0.89,0
E1285,7.7,0,80.875,-0.0,-0.92,-1
E1286,7.72,0,79.25,0.03,0.39,0
E1287,9.42,0,86.5625,0.01,0.58,0
E1288,8.09,0,77.6875,0.0,-0.66,0
E1289,5.54,1,48.6875,-0.19,-1.15,-1
E1290,5.32,1,52.75,-0.18,-1.4,-1
E1291,8.04,0,76.8125,0.01,-0.09,0
E1292,7.68,0,76.25,-0.03,-0.98,-1
E1293,7.98,0,75.6875,0.04,0.81,0
E1294,8.28,0,77.4375,0.05,0.99,0
E1295,9.15,0,87.0625,0.12,0.52,0
E1296,5.27,2,52.0,-0.15,-0.26,0
E1297,9.29,0,87.1875,0.03,1.18,0
E1298,7.73,0,72.5625,-0.03,0.73,0
E1299,7.96,0,81.0,0.05,-0.52,0
E1300,7.83,0,79.5625,0.06,0.46,0
E1301,8.03,0,76.625,-0.05,-1.27,0
E1302,5.47,3,49.3125,0.03,1.06,0
E1303,9.2,0,83.9375,0.01,0.44,0
E1304,8.38,0,78.125,0.03,0.52,0
E1305,6.15,1,80.125,0.04,-0.18,0
E1306,5.62,3,51.8125,0.02,-0.5,0
E1307,6.65,1,72.4375,0.04,0.36,0
E1308,8.04,0,82.375,0.07,0.55,-1
E1309,8.36,0,85.125,0.05,0.98,0
E1310,6.92,0,68.375,0.06,0.76,0
E1311,7.92,1,74.5625,-0.08,-0.98,0
E1312,9.04,0,88.25,0.13,1.51,0
E1313,8.45,0,74.0625,0.03,0.64,-1
E1314,6.53,0,82.0,0.06,0.73,0
E1315,8.01,0,79.9375,0.02,0.79,-1
E1316,6.62,0,75.75,0.03,0.54,0
E1317,8.14,0,74.8125,0.03,1.27,0
E1318,8.11,0,74.25,0.06,-0.16,0
E1319,7.66,1,76.625,-0.08,-0.55,0
E1320,8.55,0,72.3125,-0.04,-1.27,0
E1321,8.02,0,75.0625,-0.01,-0.44,0
E1322,5.76,3,51.0625,-0.16,-1.68,2
E1323,9.0,0,86.9375,0.13,1.51,0
E1324,8.02,0,84.5,-0.02,-0.83,0
E1325,7.83,0,76.0625,0.1,1.17,0
E1326,8.88,0,84.9375,0.05,-0.3,0
E1327,8.99,0,82.875,0.03,0.87,-1
E1328,8.11,0,79.1875,0.07,1.43,-1
E1329,7.51,0,66.1875,0.03,0.72,0
E1330,8.44,0,73.1875,0.02,0.51,0
E1331,8.41,0,80.0625,0.03,0.48,-1
E1332,7.43,0,76.3125,0.06,0.8,0
E1333,7.99,0,76.5625,-0.02,-0.65,0
E1334,9.02,0,83.5,0.15,2.23,0
E1335,8.11,0,78.6875,0.1,1.09,0
E1336,8.02,0,76.0625,0.05,0.79,0
E1337,5.05,1,49.0625,-0.15,-1.43,0
E1338,8.29,0,77.3125,0.05,0.72,0
E1339,8.85,0,85.5,0.01,1.06,0
E1340,5.84,1,50.3125,-0.19,-1.96,0
E1341,8.01,0,84.6875,-0.01,-0.09,-1
E1342,8.77,0,86.625,0.07,0.81,0
E1343,6.81,1,71.3125,0.07,1.11,0
E1344,9.24,0,79.75,0.11,1.06,0
E1345,7.68,1,70.6875,0.05,1.17,0
E1346,9.04,0,86.6875,0.06,1.24,0
E1347,7.99,0,78.375,0.0,0.19,0
E1348,7.3,0,80.0,0.01,0.5,-1
E1349,7.93,0,71.5,0.1,1.44,0
E1350,7.75,0,75.75,-0.04,-0.85,-1
E1351,9.16,0,87.0,0.13,2.45,-1
E1352,7.02,1,64.8125,0.02,-0.04,0
E1353,5.29,3,48.8125,-0.09,-1.43,-1
E1354,8.2,0,81.25,0.06,1.22,0
E1355,7.36,1,76.1875,-0.0,0.68,0
E1356,5.31,0,53.9375,0.02,-0.16,2
E1357,5.12,1,52.3125,0.03,0.09,-1
E1358,6.27,1,71.25,-0.02,0.75,0
E1359,8.77,0,74.9375,-0.01,0.75,0
E1360,9.19,0,86.3125,0.09,1.93,0
E1361,7.84,0,81.75,0.09,1.91,0
E1362,9.24,0,83.6875,0.03,0.72,0
E1363,7.54,1,75.6875,0.02,-0.44,1
E1364,7.82,0,76.8125,0.04,0.18,0
E1365,9.09,0,84.5625,0.11,1.68,-1
E1366,8.86,0,85.625,0.02,-0.49,0
E1367,8.32,0,77.375,0.06,1.07,0
E1368,5.54,2,52.25,0.03,0.44,0
E1369,9.08,0,81.1875,0.03,-0.15,0
E1370,5.99,1,52.1875,-0.14,-2.07,-1
E1371,6.86,1,70.625,0.09,0.41,0
E1372,7.99,0,77.3125,-0.02,-0.66,0
E1373,5.2,0,48.4375,0.01,0.28,0
E1374,9.04,0,86.5,0.07,1.1,0
E1375,5.66,3,52.6875,-0.14,-0.63,-1
E1376,7.37,1,80.5625,0.07,0.98,0
E1377,7.77,0,76.4375,0.02,0.02,-1
E1378,9.0,0,83.625,0.08,1.25,0
E1379,7.51,0,82.75,0.0,0.76,0
E1380,6.84,1,74.875,0.02,-0.32,1
E1381,7.9,0,77.1875,-0.03,-1.19,-1
E1382,7.67,0,75.75,0.01,0.53,0
E1383,6.91,1,75.1875,0.09,1.37,0
E1384,7.57,0,76.3125,-0.01,-0.34,0
E1385,9.07,0,90.5,0.1,1.27,0
E1386,4.96,2,56.75,-0.12,-0.53,0
E1387,7.78,0,84.25,0.07,0.3,-1
E1388,8.77,0,72.0625,-0.03,-1.25,0
E1389,8.55,0,74.1875,0.1,1.61,0
E1390,8.56,0,77.375,0.02,0.32,-1
E1391,7.87,0,76.375,-0.01,-1.05,0
E1392,8.99,0,85.9375,0.01,-0.83,0
E1393,8.21,0,77.3125,-0.02,-0.31,0
E1394,7.72,0,79.625,0.03,1.15,-1
E1395,9.03,0,83.0,0.05,0.55,0
E1396,8.02,0,81.8125,0.07,0.25,0
E1397,7.49,0,80.1875,0.01,0.41,0
E1398,9.11,0,81.4375,0.04,-0.48,0
E1399,7.47,0,74.8125,0.04,-0.09,-1
E1400,7.09,1,73.25,0.04,-0.1,1
E1401,8.09,0,75.5625,-0.02,-0.91,0
E1402,9.19,0,87.0,0.03,0.08,0
E1403,7.45,0,79.0,-0.04,-1.12,0
E1404,7.81,0,75.875,0.06,1.48,0
E1405,8.99,0,86.0,0.1,-0.02,0
E1406,8.18,0,75.625,0.02,-0.7,0
E1407,7.91,0,81.6875,0.08,0.53,0
E1408,7.93,0,78.25,0.07,0.68,-1
E1409,7.97,0,81.9375,0.04,1.26,0
E1410,5.75,1,51.9375,0.02,0.33,2
E1411,6.32,0,78.1875,-0.06,-0.85,0
E1412,6.63,1,71.875,-0.08,-0.39,0
E1413,8.23,0,68.9375,-0.05,0.17,0
E1414,7.13,0,72.0,-0.09,-1.64,0
E1415,7.9,0,76.5625,0.03,-0.46,0
E1416,8.23,0,77.625,0.09,0.64,0
E1417,8.11,0,77.875,-0.04,0.39,0
E1418,4.79,1,53.25,-0.17,-1.12,0
E1419,8.11,0,75.375,0.02,0.62,0
E1420,9.14,0,85.875,0.14,2.19,0
E1421,6.72,0,65.125,-0.04,-0.59,0
E1422,7.88,0,80.625,0.03,0.17,0
E1423,9.04,0,88.9375,0.01,0.37,0
E1424,9.1,0,81.6875,0.02,0.26,0
E1425,7.91,0,74.875,0.1,-0.13,0
E1426,8.68,0,89.0,0.14,1.76,0
E1427,7.52,0,73.875,-0.05,-1.08,0
E1428,8.95,0,87.3125,0.14,1.41,0
E1429,5.85,1,53.625,-0.04,-0.83,0
E1430,8.15,0,75.4375,0.08,0.08,0
E1431,8.93,0,87.75,0.07,-0.05,0
E1432,6.74,1,72.0625,0.0,0.25,0
E1433,5.5,2,51.75,-0.08,0.39,1
E1434,8.88,0,84.25,0.1,0.59,0
E1435,7.63,0,77.8125,-0.03,-1.29,0
E1436,7.59,0,81.0,-0.05,-1.63,0
E1437,8.17,0,75.3125,-0.0,0.78,0
E1438,8.26,0,78.0,0.06,0.78,0
E1439,6.48,0,70.375,-0.06,-0.97,0
E1440,8.61,0,88.0,0.1,0.32,0
E1441,9.44,0,83.3125,0.15,1.1,0
E1442,7.94,0,77.6875,-0.04,0.31,0
E1443,8.11,0,77.5625,0.05,1.06,-1
E1444,7.89,0,71.5625,0.02,-0.03,0
E1445,7.06,1,66.875,0.07,0.49,-1
E1446,8.65,0,89.625,0.03,0.27,0
E1447,5.67,2,47.125,-0.03,-0.4,1
E1448,7.64,1,67.4375,0.07,1.48,1
E1449,7.08,1,73.3125,0.09,1.13,1
E1450,5.57,2,48.1875,-0.03,0.57,0
E1451,9.16,0,80.625,0.07,0.27,0
E1452,9.17,0,85.5,0.09,1.46,-1
E1453,7.68,0,75.5625,0.08,1.61,-1
E1454,4.77,2,55.0625,-0.06,0.24,1
E1455,7.92,0,78.4375,-0.05,-0.54,-1
E1456,7.62,0,77.0,0.09,1.1,0
E1457,7.13,1,64.4375,0.04,-0.44,0
E1458,7.84,0,80.375,0.05,-0.13,0
E1459,8.21,0,76.75,-0.02,-1.01,0
E1460,7.77,1,76.25,0.03,0.07,0
E1461,7.8,0,79.5,0.01,0.55,-1
E1462,8.64,0,78.4375,0.05,-0.4,0
E1463,7.95,0,73.375,-0.03,-0.92,-1
E1464,8.87,0,80.1875,0.05,1.42,0
E1465,5.29,1,51.4375,0.05,-0.2,0
E1466,7.91,0,80.0,-0.04,-0.01,-1
E1467,7.28,1,72.75,0.1,0.87,0
E1468,6.13,2,52.75,-0.1,-1.42,0
E1469,8.82,0,84.0,0.13,1.64,0
E1470,6.51,0,73.375,0.06,0.56,0
E1471,8.44,0,81.375,0.04,0.69,0
E1472,6.91,1,76.125,0.05,0.04,0
E1473,7.93,0,77.25,0.08,0.11,0
E1474,5.0,1,46.8125,-0.1,-0.4,0
E1475,7.53,0,79.875,-0.0,-0.44,0
E1476,9.14,0,86.5,0.1,0.59,-1
E1477,8.72,0,86.0,0.12,0.56,-1
E1478,7.07,1,71.875,0.05,0.77,0
E1479,8.33,0,76.0,0.07,1.54,0
E1480,8.94,0,88.125,0.07,-0.32,0
E1481,7.49,0,73.125,0.07,0.62,0
E1482,7.69,0,80.5625,-0.03,-0.32,0
E1483,8.89,0,79.25,0.03,-0.58,-1
E1484,7.68,0,77.6875,-0.05,-1.41,0
E1485,8.7,0,85.3125,0.05,1.32,0
E1486,5.54,3,46.125,-0.11,-0.87,0
E1487,9.2,0,88.8125,0.06,1.33,0
E1488,5.01,2,48.4375,-0.03,-0.93,0
E1489,7.94,0,75.9375,0.01,0.66,0
E1490,9.27,0,82.9375,0.07,1.33,0
E1491,8.67,0,80.5,-0.01,-0.67,-1
E1492,5.4,0,53.625,-0.11,-1.54,0
E1493,9.26,0,85.5,0.03,0.89,0
E1494,5.23,1,46.75,-0.18,-1.78,0
E1495,8.19,0,78.3125,0.04,1.21,-1
E1496,6.11,2,52.0,-0.03,-0.8,0
E1497,8.06,0,78.9375,0.04,0.01,0
E1498,8.23,0,79.0,0.02,-0.29,-1
E1499,7.94,0,75.125,0.01,0.0,0
E1500,8.1,0,75.6875,0.08,0.35,0
E1501,9.15,0,84.3125,0.08,1.41,0
E1502,8.16,0,77.375,0.02,1.01,0
E1503,5.57,3,54.25,-0.19,-1.84,0
E1504,8.23,0,83.375,0.0,-0.49,0
E1505,8.89,0,82.5625,0.06,-0.16,0
E1506,8.26,0,78.3125,0.01,0.03,0
E1507,7.1,0,71.8125,0.02,-0.31,0
E1508,7.53,0,73.8125,0.03,0.92,0
E1509,8.08,0,79.375,0.04,0.68,0
E1510,7.63,0,79.6875,0.06,1.44,-1
E1511,8.92,0,81.875,0.12,2.03,0
E1512,9.11,0,85.5625,0.11,1.31,0
E1513,9.34,0,82.875,0.14,1.1,0
E1514,7.73,0,77.8125,-0.05,-1.23,0
E1515,5.71,0,54.5,-0.15,-0.59,1
E1516,5.39,2,55.6875,-0.2,-1.14,0
E1517,9.22,0,88.125,0.1,0.15,0
E1518,5.64,2,50.5625,0.02,-0.61,2
E1519,7.64,1,72.875,-0.05,0.23,0
E1520,5.0,3,48.1875,0.03,1.16,-1
E1521,7.94,0,78.6875,-0.04,-1.06,-1
E1522,7.41,0,76.8125,0.09,1.11,0
E1523,8.04,0,77.6875,0.0,-0.8,0
E1524,9.14,0,82.1875,0.02,-0.68,0
E1525,8.04,0,73.4375,0.02,-0.44,0
E1526,8.4,0,76.1875,-0.01,-0.73,0
E1527,7.64,0,78.3125,-0.01,0.24,0
E1528,9.13,0,80.625,0.05,0.47,0
E1529,8.28,0,78.6875,0.07,0.17,-1
E1530,8.25,0,79.625,0.03,0.44,0
E1531,7.01,1,65.0,-0.04,-0.98,0
E1532,6.84,1,71.0,0.02,-0.37,0
E1533,5.0,1,53.5,-0.02,-1.18,0
E1534,7.75,0,78.75,-0.01,-0.44,-1
E1535,8.3,0,76.75,0.01,0.25,0
E1536,7.91,0,77.0625,-0.03,-0.49,0
E1537,7.83,0,80.5625,-0.02,0.11,0
E1538,8.74,0,88.875,0.1,0.87,0
E1539,8.85,0,84.5625,0.03,0.53,0
E1540,5.55,1,54.3125,-0.07,-0.53,1
E1541,5.54,0,51.6875,-0.02,-0.85,-1
E1542,8.78,0,86.75,0.02,-0.61,0
E1543,7.02,0,69.5625,0.01,0.45,0
E1544,8.44,0,80.0,-0.01,0.31,0
E1545,7.83,0,77.0,0.09,1.48,0
E1546,7.79,0,73.4375,0.02,0.17,0
E1547,4.77,1,52.875,0.0,0.95,2
E1548,7.43,0,79.3125,0.03,1.16,-1
E1549,6.32,1,69.75,-0.09,-1.35,0
E1550,9.0,0,85.9375,0.09,1.14,-1
E1551,8.21,0,78.875,0.09,2.2,-1
E1552,8.1,0,75.875,0.04,-0.49,0
E1553,6.99,0,76.25,0.06,1.02,-1
E1554,8.8,0,76.625,0.08,0.71,0
E1555,9.17,0,88.1875,0.03,0.93,0
E1556,7.87,0,80.9375,-0.02,-0.61,0
E1557,7.92,0,82.375,0.04,0.92,0
E1558,8.17,0,73.3125,0.01,-0.33,0
E1559,8.09,0,83.1875,0.08,0.52,0
E1560,7.85,0,82.1875,0.09,0.85,0
E1561,5.68,1,52.75,-0.11,-0.49,-1
E1562,7.74,0,76.6875,-0.01,0.23,0
E1563,7.77,0,73.4375,0.07,-0.33,0
E1564,7.96,0,73.9375,-0.01,0.78,0
E1565,8.62,0,86.3125,0.12,1.15,0
E1566,8.33,0,71.875,0.01,0.35,0
E1567,8.87,0,87.5,0.1,1.23,0
E1568,8.84,0,84.75,0.01,-0.75,0
E1569,5.31,1,52.0,-0.04,0.63,2
E1570,5.11,3,49.4375,-0.09,-1.15,0
E1571,7.4,0,80.0625,0.04,0.74,0
E1572,7.44,0,81.0,-0.02,-0.5,-1
E1573,7.75,0,80.4375,0.06,-0.08,0
E1574,7.62,0,76.625,0.08,1.62,0
E1575,5.44,2,51.1875,-0.15,-1.54,-1
E1576,8.71,0,80.6875,-0.04,0.19,0
E1577,7.91,0,81.25,-0.05,0.47,0
E1578,6.92,0,64.25,0.03,-0.23,1
E1579,6.83,1,70.75,0.02,0.03,-1
E1580,6.85,1,71.875,0.01,0.67,0
E1581,8.47,0,82.3125,-0.02,-1.04,0
E1582,8.96,0,82.375,0.06,0.6,0
E1583,8.04,0,79.5,0.04,0.14,0
E1584,8.2,0,85.3125,0.02,0.53,0
E1585,5.49,2,51.375,0.05,-0.23,0
E1586,9.02,0,84.4375,0.02,0.88,0
E1587,7.7,0,81.375,0.05,0.15,-1
E1588,9.08,0,83.3125,0.06,0.31,0
E1589,6.62,1,77.0625,-0.01,0.37,-1
E1590,7.66,0,76.875,0.06,-0.34,0
E1591,7.91,0,77.75,0.05,-0.32,0
E1592,5.03,2,49.5625,0.05,1.27,1
E1593,8.64,0,79.1875,-0.03,-0.99,0
E1594,7.95,0,73.375,-0.03,0.59,0
E1595,6.06,2,53.75,-0.02,-0.43,1
E1596,8.81,0,81.5,0.09,1.05,-1
E1597,8.2,0,82.125,-0.01,-0.69,-1
E1598,9.17,0,91.3125,0.01,-0.26,0
E1599,8.01,0,75.0625,-0.04,-0.92,0
E1600,7.53,0,73.375,0.08,0.08,0
E1601,8.91,0,83.625,0.03,0.08,0
E1602,9.05,0,82.875,0.05,0.48,0
E1603,5.4,0,48.875,-0.14,-1.71,1
E1604,8.01,0,75.5,0.0,-0.88,0
E1605,8.88,0,84.9375,0.01,-0.59,0
E1606,7.79,0,80.5,0.03,0.79,0
E1607,6.42,0,70.4375,-0.09,-0.57,0
E1608,7.89,0,79.3125,0.07,0.74,0
E1609,9.16,0,88.875,0.04,0.1,0
E1610,9.56,0,84.6875,0.08,1.24,0
E1611,8.69,0,82.625,0.13,1.21,0
E1612,9.27,0,86.25,0.1,1.62,0
E1613,8.89,0,86.25,0.08,0.91,0
E1614,7.55,1,71.8125,-0.04,-1.16,-1
E1615,7.96,0,78.375,-0.0,0.05,0
E1616,7.99,0,74.75,0.05,0.35,0
E1617,6.92,0,70.8125,0.1,1.53,-1
E1618,8.13,0,74.4375,0.05,0.51,0
E1619,7.57,0,76.3125,0.03,0.97,-1
E1620,8.5,0,80.125,0.06,0.04,0
E1621,8.94,0,84.6875,0.07,1.25,0
E1622,7.69,0,79.75,-0.04,-0.48,0
E1623,8.32,0,78.4375,0.03,0.64,0
E1624,9.02,0,87.1875,0.14,1.46,0
E1625,9.21,0,86.625,0.03,1.03,0
E1626,8.3,0,74.5625,0.05,1.68,0
E1627,7.53,0,80.8125,-0.02,0.09,0
E1628,5.18,2,52.5,-0.07,0.2,1
E1629,8.78,0,86.375,0.01,1.06,0
E1630,8.1,0,77.9375,0.02,0.83,0
E1631,7.75,0,71.8125,0.06,-0.14,-1
E1632,7.98,0,77.8125,0.0,-0.96,0
E1633,5.47,2,55.4375,-0.03,-1.26,0
E1634,8.38,0,78.875,0.07,0.6,-1
E1635,5.14,1,48.3125,0.03,0.65,0
E1636,7.59,0,79.8125,-0.01,-0.88,0
E1637,5.32,1,52.25,-0.1,-0.38,1
E1638,7.84,0,77.375,-0.03,0.14,-1
E1639,7.93,0,78.75,0.1,0.98,0
E1640,5.16,3,50.25,0.03,-0.73,1
E1641,7.94,0,73.3125,0.03,1.25,0
